material,1.0
positioning,1.0
threat,1.0
move #, depth, move, time, visited, pruned, DP hits
1,1,g1f3,0.007476806640625,21,0,0
1,2,g1f3,0.02278280258178711,79,0,0
1,3,g1f3,0.2315843105316162,767,0,159
1,4,g1f3,0.9652559757232666,3540,0,703
2,1,g8f6,0.008877992630004883,19,2,0
2,2,g8f6,0.035830020904541016,76,9,0
2,3,g8f6,0.2535581588745117,457,82,46
2,4,g8f6,1.1482510566711426,2711,1414,432
3,1,b1c3,0.0071680545806884766,23,0,7
3,2,b1c3,0.02286672592163086,106,0,68
3,3,f3e5,0.3551480770111084,1061,0,164
3,4,f3e5,2.5057179927825928,8306,0,1425
4,1,b8c6,0.008765220642089844,21,1,2
4,2,b8c6,0.030397891998291016,83,86,62
4,3,f6d5,0.3020761013031006,461,358,13
4,4,b8c6,1.235224723815918,2609,1490,471
5,1,b1c3,0.008782148361206055,28,0,10
5,2,b1c3,0.03558707237243652,175,0,134
5,3,e5c4,0.7244081497192383,2105,0,277
5,4,b1c3,3.9485530853271484,12671,0,2518
6,1,c6e5,0.008698225021362305,20,4,1
6,2,c6e5,0.03390312194824219,84,68,47
6,3,c6b4,0.5339479446411133,745,288,66
6,4,c6d4,1.7640552520751953,3289,1626,509
7,1,c3d5,0.012266159057617188,29,0,3
7,2,c3d5,0.0743260383605957,346,0,291
7,3,c3d5,1.2701523303985596,3822,0,385
7,4,h1g1,7.001436710357666,22497,0,4197
8,1,d4e6,0.0048558712005615234,8,21,1
8,2,d4e6,0.017180204391479492,41,51,24
8,3,d4f5,0.2805039882659912,457,306,5
8,4,d4e6,0.392681360244751,870,476,117
9,1,c3d5,0.008870840072631836,30,0,11
9,2,g1h1,0.0527498722076416,179,0,71
9,3,g1h1,0.7844491004943848,2349,0,295
9,4,c3d5,3.8921451568603516,13250,0,2850
10,1,f6d5,0.00972890853881836,22,1,0
10,2,f6d5,0.053938865661621094,112,95,6
10,3,f6g8,0.5506529808044434,935,225,120
10,4,f6d5,2.8607518672943115,5656,4263,1314
11,1,g1h1,0.006274223327636719,27,0,26
11,2,g1h1,0.05112290382385254,207,0,142
11,3,d2d3,0.784520149230957,2316,0,282
11,4,e5f7,2.123217821121216,7592,0,1738
12,1,e8f7,0.002969980239868164,3,22,0
12,2,e8f7,0.01559901237487793,37,30,0
12,3,h8g8,0.15319180488586426,246,84,0
12,4,e8f7,0.770139217376709,1869,369,300
13,1,g1h1,0.0038230419158935547,19,0,18
13,2,g1h1,0.014029979705810547,79,0,60
13,3,d2d3,0.283674955368042,948,0,115
13,4,e2e4,4.27518630027771,13801,0,2549
14,1,d5e3,0.005217075347900391,7,22,6
14,2,d5f4,0.021858930587768555,69,28,62
14,3,d5f6,0.30794596672058105,451,338,22
14,4,d5f6,0.8775701522827148,1802,566,174
15,1,f1d3,0.00931096076965332,28,0,0
15,2,d1f3,0.04978585243225098,223,0,153
15,3,d1f3,0.7460808753967285,2408,0,465
15,4,d1f3,4.8556249141693115,16813,0,4146
16,1,e6d4,0.008423805236816406,21,2,9
16,2,e6d4,0.0534367561340332,118,51,33
