material,1.0
positioning,1.0
threat,1.0
move #, depth, move, time, visited, pruned, DP hits
1,1,g1f3,0.00748896598815918,21,0,0
1,2,g1f3,0.022888898849487305,79,0,0
1,3,g1f3,0.23066401481628418,767,0,159
1,4,g1f3,0.9558289051055908,3540,0,703
3,1,b1c3,0.007272958755493164,23,0,7
3,2,b1c3,0.026040077209472656,127,0,89
3,3,b1c3,0.4077720642089844,1313,0,225
3,4,b1c3,3.831965923309326,13019,0,2828
5,1,f3e5,0.008965015411376953,25,0,3
5,2,f3e5,0.02424907684326172,109,0,58
5,3,f3e5,0.3928859233856201,1208,0,154
5,4,e2e3,4.822822093963623,16996,0,4948
7,1,f1d3,0.011928081512451172,32,0,0
7,2,f1d3,0.07254505157470703,267,0,111
7,3,f1d3,1.2920050621032715,4014,0,591
7,4,f1b5,8.237421989440918,28627,0,8357
9,1,b5c6,0.012877941131591797,33,0,1
9,2,f3e5,0.04279923439025879,127,0,3
9,3,f3e5,0.5836999416351318,1690,0,197
9,4,b5c6,1.1836721897125244,4039,0,448
10,1,c8d7,0.002086162567138672,4,0,0
10,2,d8d7,0.01808619499206543,39,2,0
10,3,d8d7,0.1458451747894287,160,43,0
10,4,d8d7,0.6868820190429688,1500,376,201
11,1,f3e5,0.007318019866943359,35,0,34
11,2,f3e5,0.026057958602905273,141,0,106
11,3,f3e5,0.925570011138916,2419,0,321
11,4,c6d7,1.1631760597229004,4112,0,474
12,1,c8d7,0.0008499622344970703,4,0,3
12,2,c8d7,0.020936012268066406,94,6,90
12,3,e8d8,0.1939067840576172,280,52,0
12,4,e8d7,1.6461970806121826,3649,855,474
13,1,f3e5,0.005889892578125,30,0,29
13,2,f3e5,0.013809919357299805,82,0,52
13,3,f3e5,0.39850401878356934,1192,0,156
13,4,f3d4,1.8775160312652588,6312,0,791
14,1,g8f6,0.00937509536743164,18,2,0
14,2,g8f6,0.044557809829711914,94,47,46
14,3,g8f6,0.5047831535339355,782,88,53
14,4,g8f6,2.7079999446868896,5364,2253,661
15,1,c3d5,0.01328420639038086,36,0,1
15,2,d1f3,0.05728316307067871,215,0,80
15,3,d1f3,1.1450726985931396,3397,0,410
15,4,d1f3,8.138827085494995,27743,0,5792
16,1,f6e4,0.008414030075073242,21,1,11
16,2,d7d6,0.05619192123413086,133,59,95
16,3,d7d6,0.8174839019775391,1118,140,116
16,4,d7d6,4.073355197906494,7472,3539,1181
17,1,c3d5,0.012370109558105469,42,0,18
17,2,f3f4,0.05319809913635254,204,0,74
17,3,f3f4,1.7788679599761963,5191,0,512
17,4,d4b5,5.5045390129089355,19445,0,3374
18,1,d6c6,0.0012919902801513672,6,0,5
18,2,d6c6,0.02597212791442871,106,22,100
18,3,d6c6,0.3914492130279541,460,47,5
18,4,d6c6,2.032090187072754,4639,1530,756
19,1,b5d4,0.014081001281738281,41,0,4
19,2,b5d4,0.029443740844726562,127,0,53
19,3,b5d4,0.9424929618835449,2789,0,403
19,4,b5d4,3.976881980895996,14074,0,2185
20,1,c6c5,0.0014929771423339844,6,0,5
20,2,c6c5,0.03316903114318848,119,29,113
20,3,c6c5,0.4892752170562744,447,52,19
20,4,c6c5,3.306674003601074,6758,2242,1046
21,1,c3d5,0.008518218994140625,42,0,41
21,2,f3f4,0.058815956115722656,307,0,265
21,3,f3f4,1.9882538318634033,5907,0,701
21,4,c3a4,5.524574041366577,20256,0,4518
22,1,c5b4,0.0006871223449707031,3,0,2
22,2,c5b4,0.015799999237060547,53,23,26
22,3,c5b4,0.18013906478881836,196,28,0
22,4,c5b4,0.9598591327667236,2208,1045,324
23,1,a4c5,0.013304948806762695,37,0,3
23,2,a4c3,0.05489683151245117,213,0,76
23,3,a4c3,0.943730354309082,2932,0,408
23,4,a4c3,5.22371506690979,18335,0,2842
24,1,c8e6,0.007154941558837891,23,3,22
24,2,c8e6,0.060884952545166016,150,64,97
24,3,c8e6,0.6827728748321533,996,138,91
24,4,b4c5,3.96765398979187,7889,3632,1352
25,1,c3d5,0.013690710067749023,42,0,18
25,2,f3f4,0.09088420867919922,307,0,105
25,3,f3f4,2.022571086883545,5907,0,701
25,4,c3a4,5.491575002670288,20256,0,4518
26,1,c5b4,0.0008950233459472656,3,0,1
26,2,c5b4,0.012193679809570312,53,23,50
26,3,c5b4,0.18168425559997559,196,28,0
26,4,c5b4,0.9759888648986816,2208,1045,324
27,1,a4c5,0.013476133346557617,37,0,3
27,2,a4c3,0.055676937103271484,213,0,76
27,3,a4c3,0.9530899524688721,2932,0,408
27,4,a4c3,5.2139317989349365,18335,0,2842
28,1,c8e6,0.007158756256103516,23,3,22
28,2,c8e6,0.06104898452758789,150,64,97
28,3,c8e6,0.6790280342102051,996,138,91
28,4,b4c5,3.774390935897827,7889,3632,1352
29,1,c3d5,0.011697769165039062,42,0,18
29,2,f3f4,0.08285379409790039,307,0,105
29,3,f3f4,1.9660570621490479,5907,0,701
29,4,c3a4,5.501281023025513,20256,0,4518
30,1,c5b4,0.0008740425109863281,3,0,1
30,2,c5b4,0.013566970825195312,53,23,50
30,3,c5b4,0.1790778636932373,196,28,0
30,4,c5b4,0.9570622444152832,2208,1045,324
31,1,a4c5,0.0131378173828125,37,0,3
31,2,a4c3,0.05490612983703613,213,0,76
31,3,a4c3,0.9376840591430664,2932,0,408
31,4,a4c3,5.209713935852051,18335,0,2842
32,1,c8e6,0.007277965545654297,23,3,22
32,2,c8e6,0.062065839767456055,150,64,97
32,3,c8e6,0.6856739521026611,996,138,91
32,4,b4c5,3.7744648456573486,7889,3632,1352
33,1,c3d5,0.011810064315795898,42,0,18
33,2,f3f4,0.0857536792755127,307,0,105
33,3,f3f4,1.9775009155273438,5907,0,701
33,4,f3f4,6.11630392074585,21755,0,3946
34,1,c8e6,0.010071754455566406,20,6,1
34,2,c8d7,0.05857110023498535,114,56,40
34,3,c8d7,0.42816877365112305,472,106,27
34,4,c8d7,2.278118848800659,4662,2476,892
35,1,c3d5,0.01281428337097168,46,0,28
35,2,f4c7,0.03304123878479004,153,0,81
35,3,f4c7,0.9723141193389893,2894,0,439
35,4,f4c7,3.4552221298217773,12391,0,2080
36,1,d7c6,0.0007660388946533203,3,0,2
36,2,d7c6,0.014156818389892578,58,37,51
36,3,d7c6,0.21062517166137695,237,82,0
36,4,c5b4,1.0818631649017334,2441,1749,317
37,1,a2a3,0.009339094161987305,47,0,45
37,2,a2a3,0.06497812271118164,340,0,293
37,3,d4b3,1.9655911922454834,5832,0,768
37,4,d4b3,3.221550226211548,11932,0,1237
38,1,f6e4,0.01206207275390625,29,3,2
38,2,h8g8,0.06412291526794434,174,216,115
38,3,h8g8,0.47417593002319336,660,277,18
38,4,h8g8,2.8576831817626953,7088,4241,602
39,1,c7c5,0.008453130722045898,43,0,39
